Protein.IDs	Majority.protein.IDs	Fasta.headers	125amol-12500amol_PValue	25000amol-12500amol_PValue	2500amol-12500amol_PValue	250amol-12500amol_PValue	50000amol-12500amol_PValue	5000amol-12500amol_PValue	500amol-12500amol_PValue	50amol-12500amol_PValue	125amol-12500amol_AdjPVal	25000amol-12500amol_AdjPVal	2500amol-12500amol_AdjPVal	250amol-12500amol_AdjPVal	50000amol-12500amol_AdjPVal	5000amol-12500amol_AdjPVal	500amol-12500amol_AdjPVal	50amol-12500amol_AdjPVal	125amol-12500amol_log2FoldChange	25000amol-12500amol_log2FoldChange	2500amol-12500amol_log2FoldChange	250amol-12500amol_log2FoldChange	50000amol-12500amol_log2FoldChange	5000amol-12500amol_log2FoldChange	500amol-12500amol_log2FoldChange	50amol-12500amol_log2FoldChange	featureAvg	Sample.1_Tr_1	Sample.1_Tr_2	Sample.1_Tr_3	Sample.2_Tr_1	Sample.2_Tr_2	Sample.2_Tr_3	Sample.3_Tr_1	Sample.3_Tr_2	Sample.3_Tr_3	Sample.4_Tr_1	Sample.4_Tr_2	Sample.4_Tr_3	Sample.5_Tr_1	Sample.5_Tr_2	Sample.5_Tr_3	Sample.6_Tr_1	Sample.6_Tr_2	Sample.6_Tr_3	Sample.7_Tr_1	Sample.7_Tr_2	Sample.7_Tr_3	Sample.8_Tr_1	Sample.8_Tr_2	Sample.8_Tr_3	Sample.9_Tr_1	Sample.9_Tr_2	Sample.9_Tr_3
sp|P07262|DHE4_YEAST	sp|P07262|DHE4_YEAST	sp|P07262|DHE4_YEAST NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2	0.174972136237121	0.710526986628208	0.914977558828886	0.662213516997887	0.902172247177523	0.588445831414238	0.594097013592298	0.775979645370356	0.955244671644286	0.991948625721696	0.996848488371953	0.96639879618124	0.973738058076178	0.869328145969935	0.8755394922293	0.976922268263226	-1.06394825031696	0.285102533719535	-0.0818846013279959	0.335796562304878	-0.0942797653885918	0.416432426166004	0.410091989388107	0.2184387967269	27.8004795568314	28.3325333696513	27.8252948059214	27.1016939311641	28.384427534038	27.9647712952614	23.7184785264865	27.8768368134702	28.2030315972285	28.0349612971967	27.8241417422034	28.1446241716333	27.0451023889161	28.2390881708739	27.796497541614	28.2313260811635	28.3859089940767	26.4937957268503	28.096978089644	28.2724423442444	28.0870445997576	28.1493324412328	28.1973242453515	28.2784368383498	28.0140369911998	27.7927795727813	27.9824511332582	28.139607790878
sp|P07263|SYH_YEAST	sp|P07263|SYH_YEAST	sp|P07263|SYH_YEAST Histidine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HTS1 PE=1 SV=2	0.443880255392982	0.615905505556193	0.320551492036537	0.84243942103107	0.548849331825924	0.281436409157414	0.673265637304419	0.450431541524236	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.923660071162322	0.683111648590478	0.901840401365486	0.968951571883532	0.420729438526397	-0.306878509351741	-0.548659256624202	0.108462252082695	0.328458026696495	-0.5962662500507	0.230495225110865	0.41461712534506	23.7756609354017	24.1854822206258	24.6618281035151	22.4266240976922	24.7119311672319	24.3833071988884	23.440884371292	23.8422053041656	NA	23.059993958353	22.746549583758	23.777158978172	23.1042480900305	23.7442721458845	24.1997034932491	23.6553455389476	24.2689942336069	23.9937766468844	23.9965376214313	22.9049410595136	23.2090029052861	23.3711917068813	22.9506477312959	24.4191192313905	24.5956531344793	24.3322431112882	23.301174639356	24.8843680472241
sp|P07264|LEUC_YEAST	sp|P07264|LEUC_YEAST	sp|P07264|LEUC_YEAST 3-isopropylmalate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LEU1 PE=1 SV=3	0.117301599441852	0.651538985233516	0.227840169036857	0.457844001787397	0.900255827035475	0.549925371934538	0.965022074479418	0.189576253683204	0.955244671644286	0.991948625721696	0.996848488371953	0.963284306364745	0.973738058076178	0.837948322444111	0.99559761108486	0.841718566353424	-0.687272481041827	0.19218367637437	0.521975552486705	-0.317409565363626	-0.0532006160790601	0.254946328093876	0.0186099663349388	-0.805940879088432	22.9284992014646	23.651299626074	22.6552581796548	22.6009128742658	22.0413971346313	22.4090127675452	22.3952433346926	22.5156411336782	24.031789360317	22.9365912151225	23.6932793536875	24.0626641209659	22.7174538628013	22.6404179464294	22.2995825534403	23.015241484034	23.0324453257562	22.7581882362885	22.9572352697127	23.9305763753778	22.8804683899905	22.8612648989079	23.1410531280222	22.8715285343634	22.9507189166138	22.1632160142431	NA	NA
sp|P07267|CARP_YEAST	sp|P07267|CARP_YEAST	sp|P07267|CARP_YEAST Saccharopepsin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEP4 PE=1 SV=1	0.848348865040493	0.765044132970685	0.781577475659998	0.489291577292641	0.580916955584935	0.196229368862196	0.956918445205931	0.863723200102796	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.938361058107928	0.607085791630878	0.992691097363162	0.976922268263226	-0.20226716697853	0.316323710126902	-0.293417605948431	0.735314222965204	0.585835757111838	1.39466889004111	0.0571167896439739	0.181531411401938	24.8154142347272	25.6108516043413	23.7060920989144	24.2042636648047	26.2156939931384	24.5326113279225	22.1661005460639	24.9204350015036	23.3451626517334	26.2045808452041	24.8930066873867	25.5093297076806	22.2386181551478	26.0635078203513	23.6843171607313	25.9793250558734	26.2944241538502	24.0189465436642	24.9653439418815	25.462669261865	27.0004543066252	25.2420904696935	26.1363939967292	24.3463129914062	23.2098507488569	24.6721184113422	24.1871448342671	25.2065383566569
sp|P07274|PROF_YEAST	sp|P07274|PROF_YEAST	sp|P07274|PROF_YEAST Profilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFY1 PE=1 SV=2	0.636986519350271	0.882046923323031	0.317511603093154	0.317753014068998	0.440971621790813	0.314720000001481	0.326129344601355	0.61013381341927	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.878263525860902	0.69411428507294	0.747668464033384	0.97537516587492	0.343836508905866	-0.120519393244845	0.736456443184402	0.736078592697066	0.564415055836033	0.828285110195253	0.808441940207459	0.371696645140702	24.0814341649781	24.2140083743306	24.2474970219054	22.3715639672474	24.1378992171952	23.6726040309959	24.0540756420099	22.4167635161577	24.5642439396749	NA	25.2279892664309	25.2548305403017	22.559618886304	24.9488669558542	23.9343610865875	24.1580770991329	23.8914314397467	24.5191135858467	24.1157695053981	NA	24.4038613688235	24.4747550938893	25.1398126838105	23.6991174389267	NA	24.764205456891	23.035620017045	24.1483338249695
sp|P07275|PUT2_YEAST	sp|P07275|PUT2_YEAST	sp|P07275|PUT2_YEAST Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUT2 PE=1 SV=2	0.625465067798154	0.757453232112805	0.585362088609115	0.824465132464066	0.842703890063098	0.608166467950061	0.574174363751196	0.702466585813567	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.952547166975599	0.879220258153084	0.875180296531843	0.976922268263226	0.3567081355624	0.194519649931795	0.3994829451401	-0.161073179031799	0.117620679127807	0.324736396197693	-0.4117005062547	-0.241009915006554	22.7677989255551	22.6897438044804	NA	NA	23.0464519400428	NA	NA	22.8331402543732	NA	22.9353866544512	NA	23.0892267496205	NA	22.5286706254486	NA	NA	23.0842225320651	22.1378679558589	23.2000029629006	NA	23.2012750158703	22.8276853854859	NA	NA	22.2780432982257	NA	22.0719546016072	22.8255131773405
sp|P07277|KIME_YEAST	sp|P07277|KIME_YEAST	sp|P07277|KIME_YEAST Mevalonate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG12 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.9485283598861	22.3328986707023	NA
sp|P07278|KAPR_YEAST	sp|P07278|KAPR_YEAST	sp|P07278|KAPR_YEAST cAMP-dependent protein kinase regulatory subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BCY1 PE=1 SV=4	0.661965301642228	0.487373319355724	0.274729519420292	0.501035593157273	0.427634883344258	0.699142360556676	0.596063699725493	0.704996097492139	0.999903620391244	0.991948625721696	0.996848488371953	0.963437857056156	0.878263525860902	0.918873283753367	0.8755394922293	0.976922268263226	0.337773038143155	0.493220404868126	-1.05865508927684	-0.640660121165347	0.758483901706356	-0.298288437704894	0.374641702991891	0.292154124623202	23.0672534423688	22.0874149281115	23.7734410783946	NA	23.303684887523	23.2327171952694	NA	23.7077778597616	24.1249460798885	22.4382212847134	NA	21.8717729139762	NA	NA	NA	22.2897678820877	NA	23.6889119049594	NA	NA	22.0292804858909	23.2349986452054	23.744785396109	22.2881068125508	23.882316910075	NA	23.2144975918508	23.2306666639017
sp|P07281|RS19B_YEAST;sp|P07280|RS19A_YEAST	sp|P07281|RS19B_YEAST;sp|P07280|RS19A_YEAST	sp|P07281|RS19B_YEAST 40S ribosomal protein S19-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS19B PE=1 SV=2;sp|P07280|RS19A_YEAST 40S ribosomal protein S19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN	0.0529946892346386	0.132092517936301	0.321260469646903	0.0522837384707093	0.00280975482218221	0.00508677841772871	0.0239571679440026	0.00814179492781519	0.955244671644286	0.991948625721696	0.996848488371953	0.816460660630293	0.212482462933343	0.282607825521251	0.452998107923082	0.36809490217144	1.0141429277948	0.692383610480498	0.448502257960797	0.910079606984034	1.50206851674367	1.38771997930626	1.0776304039878	1.29575861347163	26.6571075624756	25.9921780447858	25.6163031659105	25.5969897664543	27.2296769725356	26.2689228678211	NA	26.1354157391848	26.3903606700283	26.756845399379	25.8419174847051	27.0603362460097	25.6487240203182	26.8656132164364	25.8392283971775	27.2308681844888	27.6290922081377	26.4362207388016	27.6463635804423	27.0754109235208	27.1128699342505	27.1803500572981	27.0280201938018	27.238268276597	26.1720737187152	26.965982395073	26.668579247006	27.4581851754865
sp|P07283|PMM_YEAST	sp|P07283|PMM_YEAST	sp|P07283|PMM_YEAST Phosphomannomutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC53 PE=1 SV=1	0.859238695229359	0.658683301340085	0.0624372933340164	0.349047794664401	0.0680595182223059	0.560340427664359	0.449403039400627	0.598275792020437	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.656050929341364	0.846589006440534	0.820983919877804	0.97520638142141	-0.113368174761231	0.282944941221732	-1.24277192050553	0.604847801214433	1.21488373076227	0.373663396959969	0.486746089308699	0.337826468837132	25.0596109280146	25.8566185340515	23.6540345937953	25.0199222118512	26.0088970334408	25.1514340626316	23.0301397193419	24.9370134721534	25.2235035908923	25.2188931003175	23.4470791892932	24.2407447568027	23.1144356320855	25.5250717417483	24.8811035023412	25.9389434992518	25.8764504353157	25.8555971738047	26.4431789228644	25.2246079196671	25.461701753716	24.9652558571948	25.7549612872036	24.7837672118577	25.4520851085628	24.6605230383709	24.4714718051344	26.4120599027041
sp|P07284|SYSC_YEAST	sp|P07284|SYSC_YEAST	sp|P07284|SYSC_YEAST Serine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SES1 PE=1 SV=2	0.708051303999575	0.308115973105139	0.687340173639524	0.450238261223299	0.782966848056181	0.260229642002723	0.941259773236333	0.838552941277117	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.941416569193692	0.661743965026035	0.987990471632972	0.976922268263226	-0.226879914221726	0.624315094026741	-0.24390436752843	0.459845887765205	0.166756668146839	0.691597816339808	0.0445705853297085	-0.123292714860863	26.1765872738379	26.9343835849312	25.6127085722375	25.5183333126793	26.8432601511965	26.3688795484871	24.1726460274992	26.7138460695191	26.5121211113467	26.7124035710624	25.7604032187922	26.5126636762157	25.0606454722548	26.5548501830893	26.2270895730318	26.6630233770225	26.7890519976108	24.9749568233876	26.8016866532901	26.4989923270315	26.7542987172687	26.8869278745672	25.9236345120951	26.0213209320886	26.2541817816534	25.5952547492903	25.2402352406254	26.8600573353497
sp|P07342|ILVB_YEAST	sp|P07342|ILVB_YEAST	sp|P07342|ILVB_YEAST Acetolactate synthase catalytic subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV2 PE=1 SV=1	0.938382937679397	0.227171343636727	0.942833520375148	0.242981881690538	0.173098691146365	0.309071149427574	0.302834748316037	0.524635104134421	0.999903620391244	0.991948625721696	0.996848488371953	0.908919133275433	0.773017361971224	0.69411428507294	0.747668464033384	0.971868722097509	-0.0640949700871722	1.02026407290493	0.0594565199496238	0.985159847751056	1.29340880343041	0.854621150432063	0.866014510222293	0.530222821395061	24.8156162815276	25.2930913128638	24.1881263879112	23.1954292825118	25.5118949824154	24.7428854575342	22.2295816330757	25.4725567364067	24.5105072824176	25.7543751831773	25.177938650405	25.6913901906857	21.985687702045	25.2938280350912	24.8069063215661	25.5313921698827	26.0603362460097	NA	24.977579349709	24.9818090430551	25.4317332488163	24.8269681427116	25.0736143427039	25.437427749254	24.7636484219958	25.2287232942983	24.0249597225772	25.0136324305965
sp|P07560|SEC4_YEAST;sp|Q99260|YPT6_YEAST	sp|P07560|SEC4_YEAST	sp|P07560|SEC4_YEAST Ras-related protein SEC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC4 PE=1 SV=1	0.557695863633907	0.965527663910062	0.485047397774819	0.0444966959213409	0.759676812253227	0.510884602911612	0.568122667164081	0.316769628779613	0.999903620391244	0.991948625721696	0.996848488371953	0.816460660630293	0.941416569193692	0.827216168080266	0.87503704146684	0.932644752407914	-0.189725593945202	0.0124547890665099	-0.202470852346295	-0.610333003735061	0.0882608043019033	-0.19051947470566	-0.165186108760491	-0.29224368246846	24.295494476491	24.4617641931802	24.309663970512	24.6296203166078	24.2080652349645	24.3465158973451	NA	24.2167488180281	24.7254124431836	24.4962515862878	24.1685968370757	24.2849624407097	24.3400766454757	24.1016538613106	23.1514650313888	24.3169305763954	24.6924814175814	24.5004519292545	24.4728975463698	24.3070946108998	23.9687750565026	24.5536203887806	23.840477525467	24.5611000509325	24.503912577619	24.2357145105271	24.1348480457212	24.1537548766463
sp|P07702|LYS2_YEAST	sp|P07702|LYS2_YEAST	sp|P07702|LYS2_YEAST L-2-aminoadipate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LYS2 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4868939283134	NA	22.9378486379785	NA	NA	NA	NA	NA	NA	NA	24.2736254536077	NA	25.366730412036	NA	23.8521477120961	18.8828281024852	NA	NA	23.9530482967346	24.4377134723038	NA	NA	NA	NA	21.5799419714544	NA	NA
sp|P07806|SYV_YEAST	sp|P07806|SYV_YEAST	sp|P07806|SYV_YEAST Valine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VAS1 PE=1 SV=2	0.977186733538633	0.397631023524774	0.185209909965752	0.361337532990325	0.392415134648922	0.56205254448594	0.786992794652967	0.782953983790531	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.869592711711499	0.846589006440534	0.937992052411188	0.976922268263226	0.0107498079566319	0.320764020762205	-0.508888481130171	-0.3466564580837	0.324386834303098	-0.218849802707769	-0.101669361837637	0.103649752883765	26.0264032942606	26.5054126466419	25.7674926435785	25.9451424885125	26.6755950788559	26.1738661946432	25.4008359291037	26.1439044434862	26.4485134757515	26.5879219217818	25.1188612507688	26.0075503683421	25.5649707162315	25.050260522116	26.0927306918876	26.0350871904782	26.3443331615229	26.0563309365031	26.7905441836162	25.4137714956201	26.0196889599131	26.1280379150764	26.3344953499058	25.7317178137892	25.846826529525	25.7689063575975	26.1763224621585	26.5837682176282
sp|P07991|OAT_YEAST	sp|P07991|OAT_YEAST	sp|P07991|OAT_YEAST Ornithine aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAR2 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.3236661361072	NA	NA	NA	21.9519818718684	NA	NA	NA	NA	22.2479170858262	NA	NA	NA	22.2967291651261	22.2361380186579	NA	NA	22.438348209892	NA	NA	NA	NA	22.3748834698782	22.2552556793802	NA	NA	21.7636484219958
sp|P08067|UCRI_YEAST	sp|P08067|UCRI_YEAST	sp|P08067|UCRI_YEAST Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIP1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.0536117316156	NA	NA	22.9805022145221	NA	NA	NA	22.9674915433688	NA	22.9563137595213	NA	23.0664137750456	NA	NA	NA	NA	22.9140967570456	23.0171121988201	23.0702028538885	23.1481165586311	23.1087688209361	NA	NA	NA
sp|P08263ups|GSTA1_HUMAN_UPS	sp|P08263ups|GSTA1_HUMAN_UPS	sp|P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.7174329437179	NA	NA	NA	NA	NA	24.8540518832178	22.4267520472325	25.235641479317	NA	NA	NA	NA	NA	NA	24.1209187395198	24.0208972206576	26.3196892082238	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P08417|FUMH_YEAST	sp|P08417|FUMH_YEAST	sp|P08417|FUMH_YEAST Fumarate hydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUM1 PE=1 SV=2	0.647930576778059	0.482274338978344	0.812799091692447	0.820918947591966	0.396994164247897	0.680449398724959	0.781051542377656	0.569060809738481	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.869592711711499	0.912196657710996	0.937992052411188	0.97520638142141	0.200333193091087	0.276729197760307	-0.0927444639926271	0.088645107701474	0.334542705227374	0.161527777718042	0.10888268317504	-0.223776592122594	26.1433545942996	26.4665794924289	26.1669701437267	25.5239658045221	26.4811607367659	26.0245159432014	NA	26.0431841884462	26.3994186232703	26.5451002222421	26.0671239597496	26.4840532359772	25.328104852973	26.163384948988	26.0714677636968	26.1885980510973	26.8918022410186	26.0274508046404	26.2418905107008	26.4151908996477	25.7236169942911	26.503290879893	25.5072741986527	26.7071459302548	26.2697433612953	25.9881520976905	25.1984300532694	26.29960351335
sp|P08524|FPPS_YEAST	sp|P08524|FPPS_YEAST	sp|P08524|FPPS_YEAST Farnesyl pyrophosphate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG20 PE=1 SV=2	0.140343493239897	0.897764802840047	0.383387678415437	0.693613350768648	0.964536279433002	0.403594563103108	0.803330367741801	0.974222096318204	0.955244671644286	0.991948625721696	0.996848488371953	0.96639879618124	0.994095291538534	0.745676765041637	0.937992052411188	0.992497834664294	-0.877611332876352	0.074471137036376	-0.509838890528822	0.228726518495879	-0.025765844757121	0.488145373059609	0.144425162736276	0.0187255788876435	26.6791315058753	27.3559028477839	26.0109253449547	26.8234737575361	26.8419414718534	26.4470318808365	24.2684945989557	26.6993557674185	26.6005953348338	27.1137642591315	26.7794402364988	26.5528292527924	25.328515789397	27.3923111331138	26.5517004005828	26.9324699720657	27.1704509431648	25.7501124022412	27.1924410705973	27.1158488637436	27.0282310216614	27.5106581840485	27.2823309933305	26.8899472808905	26.4512991642625	26.5482938338113	26.1458099670864	27.5523748860399
sp|P08566|ARO1_YEAST	sp|P08566|ARO1_YEAST	sp|P08566|ARO1_YEAST Pentafunctional AROM polypeptide OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO1 PE=1 SV=1	0.248764750313781	0.507204117179044	0.217646659639372	0.491098855074448	0.0243267242801029	0.579627434161266	0.672953979483178	0.464060591339183	0.973989960735955	0.991948625721696	0.996848488371953	0.963284306364745	0.465563171567487	0.867097644095695	0.901840401365486	0.971868722097509	-0.765498346487764	-0.435389874593632	-0.820148136341096	-0.452231444901834	-1.56617807828116	-0.363064360882934	-0.276222972581362	-0.48124134359173	23.4227387485146	24.8478063371919	23.6191892014091	23.5212122261632	24.4185403136946	23.6679569700276	21.6052154415787	23.6560005650841	23.4927724900941	23.5332650858051	22.818021168047	23.6578548590448	23.0518873286491	23.7883551156123	22.6863919502831	24.1567663641633	21.756132781414	22.2773055644882	23.2562351840185	24.2053082309742	22.3733972770298	24.3203091741114	22.765005185418	24.5544403681211	23.840093293481	23.6749758213148	23.2872896530608	23.5822182596134
sp|P08678|CYAA_YEAST	sp|P08678|CYAA_YEAST	sp|P08678|CYAA_YEAST Adenylate cyclase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYR1 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8403046337368	21.542126905928	20.6819178099083	NA	NA	NA	NA	NA
